timestamp,position_lat,position_long,distance,altitude,speed,heart_rate,cadence,fractional_cadence
1039130480,587911885,-1466347024,395.87,388.20000000000005,2.286,159,84,0.5
1039130481,587911845,-1466346561,398.7,388,2.361,158,84,0.5
1039130482,587911819,-1466346026,401.94,387.6,2.389,158,84,0.5
1039130483,587911805,-1466345528,404.97,387,2.407,158,84,0.5
1039130484,587911741,-1466345121,407.51,387.4,2.407,159,84,0.5
1039130485,587911655,-1466344758,409.87,387.4,2.435,161,85,0.5
1039130486,587911589,-1466344436,411.92,387.4,2.445,160,85,0.5
1039130487,587911552,-1466344090,414.06,387.20000000000005,2.445,160,85,0
1039130488,587911540,-1466343653,416.71,386.79999999999995,2.426,160,85,0
1039130489,587911495,-1466343112,420.03,387,2.445,160,85,0
1039130490,587911467,-1466342612,423.08,386.6,2.519,160,85,0
1039130491,587911429,-1466342232,425.42,387.6,2.519,160,85,0.5
1039130492,587911378,-1466342120,425.42,387.4,2.51,160,85,0.5
1039130493,587911400,-1466342241,426.12,387.20000000000005,2.51,161,84,0
1039130494,587911590,-1466342434,427.2,386.6,2.258,159,83,0.5
1039130495,587911894,-1466342826,429.28,386.79999999999995,2.081,159,83,0.5
1039130496,587911949,-1466343199,431.53,387.20000000000005,2.081,159,81,0
1039130497,587911960,-1466343630,433.99,387,2.585,160,81,0
1039130498,587911938,-1466344089,436.71,386.79999999999995,2.585,161,81,0
1039130499,587912059,-1466344531,439.26,387.79999999999995,2.585,162,82,0.5
1039130500,587912204,-1466344916,441.37,387.79999999999995,2.641,162,84,0.5
1039130501,587912191,-1466345316,443.81,387.4,2.641,162,85,0
1039130502,587912238,-1466345707,446.11,388,2.585,163,85,0
1039130503,587912229,-1466346042,448.05,387.79999999999995,2.557,163,85,0
1039130504,587912178,-1466346361,450.05,387.79999999999995,2.454,163,85,0
1039130505,587912137,-1466346685,452.05,386.79999999999995,2.454,163,85,0.5
1039130506,587912112,-1466347037,454.2,388.20000000000005,2.417,163,85,0.5
1039130507,587912145,-1466347455,456.75,388.4,2.398,162,85,0
1039130508,587912168,-1466348005,460.11,388,2.398,163,85,0
1039130509,587912170,-1466348447,462.8,387.79999999999995,2.51,161,85,0
1039130510,587912153,-1466348867,465.36,387.4,2.51,162,85,0
1039130511,587912146,-1466349314,468.09,387.20000000000005,2.51,161,85,0
1039130512,587912114,-1466349733,470.66,387,2.51,159,85,0
1039130513,587912098,-1466350194,473.48,387,2.501,161,85,0
1039130514,587912175,-1466350310,473.84,387.4,2.501,160,85,0
1039130515,587912107,-1466350303,473.9,387.79999999999995,2.482,161,85,0
1039130516,587912044,-1466350045,475.51,388.20000000000005,2.361,160,84,0.5
1039130517,587912009,-1466349684,477.74,388.20000000000005,2.323,160,83,0.5
1039130518,587911900,-1466349377,479.85,387.20000000000005,2.314,159,83,0.5
1039130519,587911818,-1466349118,481.6,387.20000000000005,2.314,160,83,0.5
1039130520,587911783,-1466348942,482.71,387.20000000000005,2.277,159,82,0.5
1039130521,587911756,-1466348727,483.98,387,2.277,158,82,0.5
1039130522,587911720,-1466348606,484.52,387,2.202,159,82,0.5
1039130523,587911756,-1466348489,485.29,386.79999999999995,2.155,158,82,0.5
1039130524,587911796,-1466348342,485.99,388,2.071,158,82,0.5
1039130525,587911944,-1466348220,487.5,388,1.652,158,82,0.5
1039130526,587912049,-1466348168,488.44,388.20000000000005,1.652,157,56,0.5
1039130527,587912116,-1466348156,489.03,388,1.25,156,56,0
1039130528,587912163,-1466348298,489.97,388,0.914,158,55,0
1039130529,587912146,-1466348355,490.28,387.79999999999995,0.858,160,55,0
1039130530,587912160,-1466348472,491,388,0.709,161,55,0
1039130531,587912206,-1466348629,491.98,387.79999999999995,0.69,162,55,0.5
1039130532,587912255,-1466348797,493.07,387.6,0.69,164,56,0
1039130533,587912230,-1466349008,494.35,387.79999999999995,0.896,167,56,0
1039130534,587912212,-1466349293,496.09,388,1.11,171,56,0
1039130535,587912153,-1466349537,497.61,387,1.222,172,56,0
1039130536,587912135,-1466349734,498.83,387,1.222,172,56,0
1039130537,587912086,-1466349931,500.07,387,1.26,172,56,0.5
1039130538,587912045,-1466350149,501.44,387.4,1.26,172,57,0
1039130539,587912047,-1466350347,502.64,387.6,1.269,172,58,0
1039130540,587912039,-1466350597,504.16,387.6,1.269,171,58,0
1039130541,587912012,-1466350774,505.27,387.79999999999995,1.278,171,58,0
